"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-08-11",,,,,,,,,,,,,"0.23",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-08-12",,,,,,,,,,,,,"0.53",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-08-13",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-08-14",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-08-16",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-08-17",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-08-18",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-08-19",,,,,,,,,,,,,"0.26",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-08-20",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-08-21",,,,,,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-08-22",,,,,,,,,,,,,"2.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-08-23",,,,,,,,,,,,,"2.81",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-08-24",,,,,,,,,,,,,"0.13",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-08-25",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-08-26",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-08-27",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-08-28",,,,,,,,,,,,,"0.12",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-08-30",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-08-31",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-09-01",,,,,,,,,,,,,"0.16",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-09-02",,,,,,,,,,,,,"6.75",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-09-03",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-09-04",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-09-05",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-09-06",,,,,,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-09-07",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-09-08",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-09-09",,,,,,,,,,,,,"0.13",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-09-10",,,,,,,,,,,,,"0.06",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-09-11",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-09-12",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-09-14",,,,,,,,,,,,,"0.36",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-09-16",,,,,,,,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-09-17",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-09-18",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-09-20",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-09-21",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-09-22",,,,,,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-09-24",,,,,,,,,,,,,"1.41",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-09-25",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-09-26",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-09-27",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-09-28",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-09-29",,,,,,,,,,,,,"0.09",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-09-30",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-10-02",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-10-03",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-10-04",,,,,,,,,,,,,"0.09",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-10-05",,,,,,,,,,,,,"0.59",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-10-06",,,,,,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-10-07",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-10-08",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-10-10",,,,,,,,,,,,,"0.07",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-10-11",,,,,,,,,,,,,"0.21",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-10-12",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-10-14",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-10-15",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-10-16",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-10-17",,,,,,,,,,,,,"0.33",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-10-18",,,,,,,,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-10-19",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-10-20",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-10-21",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-10-23",,,,,,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-10-24",,,,,,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-10-26",,,,,,,,,,,,,"3.28",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-10-27",,,,,,,,,,,,,"0.86",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-10-28",,,,,,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-10-29",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-10-30",,,,,,,,,,,,,"0.49",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-10-31",,,,,,,,,,,,,"0.16",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-11-01",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-11-02",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-11-03",,,,,,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-11-04",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-11-05",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-11-06",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-11-07",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-11-08",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-11-09",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-11-10",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-11-11",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-11-12",,,,,,,,,,,,,"0.07",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-11-13",,,,,,,,,,,,,"0.52",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-11-14",,,,,,,,,,,,,"0.22",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-11-15",,,,,,,,,,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-11-16",,,,,,,,,,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","40.708904","-74.321518","37.5","2021-11-17",,,,,,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
